PROVNUM,emp_hrs_nurse,ctr_hrs_nurse,total_hrs_nurse,emp_ctr_ratio_nurse,emp_hrs_non,ctr_hrs_non,total_hrs_non,emp_ctr_ratio_non,emp_hrs,ctr_hrs,total_hrs
345163,1746.4038461538462,196.4230769230769,1942.826923076923,8.891031916976699,186.4230769230769,123.58999999999997,310.0130769230769,1.5083993601673027,1932.826923076923,320.0130769230769,2252.84
345164,1402.8999999999999,150.1153846153846,1553.0153846153844,9.34547783756085,146.9653846153846,150.68769230769232,297.6530769230769,0.9752978651719807,1549.8653846153845,300.8030769230769,1850.6684615384615
345165,2026.0384615384614,1.9423076923076925,2027.980769230769,1043.108910891089,148.03846153846155,217.5,365.53846153846155,0.6806366047745358,2174.076923076923,219.44230769230768,2393.5192307692305
345166,878.0907692307691,0.0,878.0907692307691,inf,155.33692307692309,13.276923076923076,168.61384615384617,11.699768250289688,1033.4276923076923,13.276923076923076,1046.7046153846154
345167,2200.711538461539,292.72923076923075,2493.4407692307695,7.517908384750415,213.14615384615388,7.496153846153846,220.64230769230772,28.434068753206777,2413.857692307693,300.2253846153846,2714.0830769230774
345168,2854.493846153846,37.5076923076923,2892.001538461538,76.10422477440525,874.8953846153847,6.059230769230768,880.9546153846155,144.39050399898443,3729.3892307692304,43.56692307692307,3772.9561538461535
345169,2504.234615384615,0.6538461538461539,2504.8884615384613,3830.0058823529407,436.27769230769223,7.077692307692308,443.35538461538454,61.64123464840777,2940.5123076923073,7.731538461538462,2948.243846153846
345170,2205.724615384615,0.0,2205.724615384615,inf,228.83076923076922,299.41076923076923,528.2415384615384,0.7642703360960245,2434.5553846153844,299.41076923076923,2733.9661538461537
345171,1911.2115384615386,128.46153846153845,2039.6730769230771,14.877694610778445,241.48076923076925,206.04230769230773,447.523076923077,1.1719960426350076,2152.6923076923076,334.5038461538462,2487.1961538461537
345172,3047.571538461538,590.8215384615385,3638.3930769230765,5.158193024575948,528.2484615384615,49.84461538461538,578.0930769230769,10.597904256304206,3575.8199999999993,640.6661538461539,4216.486153846153
345173,1466.230769230769,171.41923076923075,1637.6499999999999,8.553478875451546,136.84615384615387,166.18538461538463,303.0315384615385,0.8234548071893761,1603.0769230769229,337.6046153846154,1940.6815384615384
345174,1118.0538461538458,593.7061538461538,1711.7599999999998,1.8831771220676372,108.86615384615382,216.72615384615384,325.59230769230766,0.5023212561758191,1226.9199999999996,810.4323076923076,2037.3523076923072
345175,3030.8407692307696,0.0,3030.8407692307696,inf,263.51461538461535,366.5815384615385,630.0961538461538,0.7188431160241396,3294.355384615385,366.5815384615385,3660.9369230769234
345177,1852.9323076923079,27.076923076923077,1880.009230769231,68.4321590909091,168.71153846153845,304.8161538461538,473.52769230769223,0.5534862123701298,2021.6438461538464,331.8930769230769,2353.5369230769234
345179,987.4692307692308,301.4230769230769,1288.8923076923077,3.2760239887712137,105.33076923076925,138.8215384615385,244.15230769230774,0.7587494735908858,1092.8,440.2446153846154,1533.0446153846153
345180,1587.6753846153845,0.0,1587.6753846153845,inf,37.20230769230769,213.57384615384615,250.77615384615385,0.1741894354681861,1624.877692307692,213.57384615384615,1838.4515384615383
345181,2224.3653846153848,0.0,2224.3653846153848,inf,150.51923076923077,321.92615384615385,472.4453846153846,0.4675582551182307,2374.8846153846157,321.92615384615385,2696.8107692307694
345182,1117.6823076923076,0.0,1117.6823076923076,inf,283.6392307692307,0.0,283.6392307692307,inf,1401.3215384615382,0.0,1401.3215384615382
345183,1580.980769230769,0.0,1580.980769230769,inf,109.90384615384616,228.30923076923074,338.21307692307687,0.4813815270786586,1690.8846153846152,228.30923076923074,1919.193846153846
345184,953.3461538461542,91.97153846153846,1045.3176923076926,10.36566496324114,74.46153846153845,138.37076923076924,212.8323076923077,0.53813055225092,1027.8076923076926,230.3423076923077,1258.1500000000003
345185,1518.0776923076924,0.0,1518.0776923076924,inf,69.15538461538462,247.28000000000003,316.43538461538463,0.2796642858920439,1587.233076923077,247.28000000000003,1834.513076923077
345186,3012.0,0.0,3012.0,inf,698.3269230769231,0.0,698.3269230769231,inf,3710.326923076923,0.0,3710.326923076923
345187,2151.937692307692,14.76923076923077,2166.706923076923,145.7041145833333,164.5884615384615,440.03461538461534,604.6230769230768,0.37403525946385335,2316.5261538461536,454.8038461538461,2771.33
345190,2144.9646153846156,26.711538461538463,2171.676153846154,80.30105111591072,230.57076923076932,342.99692307692305,573.5676923076924,0.6722240163625601,2375.535384615385,369.7084615384615,2745.2438461538463
345191,1898.5961538461538,0.0,1898.5961538461538,inf,420.0692307692308,4.331538461538461,424.40076923076924,96.97922216302612,2318.6653846153845,4.331538461538461,2322.996923076923
345193,1718.266153846154,11.429230769230768,1729.695384615385,150.3396150222103,186.4230769230769,195.54076923076926,381.96384615384613,0.9533719114251207,1904.689230769231,206.97000000000003,2111.659230769231
345194,1179.794615384615,0.0,1179.794615384615,inf,69.8223076923077,177.72153846153844,247.54384615384615,0.392874765190142,1249.6169230769228,177.72153846153844,1427.3384615384612
345195,2366.653846153846,0.0,2366.653846153846,inf,454.17923076923074,5.737692307692307,459.91692307692307,79.1571256200563,2820.833076923077,5.737692307692307,2826.570769230769
345196,1645.6646153846152,0.0,1645.6646153846152,inf,427.11538461538464,124.47923076923075,551.5946153846154,3.4312180592375627,2072.7799999999997,124.47923076923075,2197.2592307692303
345197,1850.480769230769,52.0,1902.480769230769,35.58616863905325,257.0,316.6446153846154,573.6446153846155,0.8116354661134297,2107.480769230769,368.6446153846154,2476.1253846153845
345198,2057.800000000001,810.3961538461539,2868.196153846155,2.539251932815386,327.8815384615385,261.34,589.2215384615386,1.2546167385839846,2385.6815384615397,1071.736153846154,3457.417692307694
345199,865.5915384615384,33.23076923076923,898.8223076923077,26.047893518518517,126.32692307692307,0.0,126.32692307692307,inf,991.9184615384615,33.23076923076923,1025.1492307692308
345201,1147.2753846153846,540.0607692307693,1687.336153846154,2.124344981120358,152.8969230769231,307.3669230769231,460.2638461538462,0.4974410439039284,1300.1723076923076,847.4276923076925,2147.6000000000004
345202,1553.576923076923,518.6307692307691,2072.207692307692,2.9955355818575544,271.34461538461534,4.884615384615384,276.2292307692307,55.55086614173228,1824.9215384615384,523.5153846153845,2348.436923076923
345203,1551.690769230769,0.0,1551.690769230769,inf,562.4961538461538,12.635384615384616,575.1315384615384,44.51753317910629,2114.186923076923,12.635384615384616,2126.8223076923077
345204,2048.7892307692305,22.923076923076923,2071.7123076923076,89.37671140939595,193.57153846153852,461.8838461538461,655.4553846153847,0.4190913799506704,2242.360769230769,484.806923076923,2727.167692307692
345205,2215.7623076923073,143.25,2359.0123076923073,15.467799704658342,194.06692307692308,252.74615384615385,446.8130769230769,0.7678333384058191,2409.8292307692304,395.99615384615385,2805.8253846153843
345206,1701.5030769230775,0.0,1701.5030769230775,inf,162.80923076923077,178.9053846153846,341.7146153846154,0.9100297965834971,1864.3123076923082,178.9053846153846,2043.2176923076927
345207,1989.5576923076928,0.0,1989.5576923076928,inf,348.34769230769234,11.388461538461538,359.73615384615385,30.58777440054036,2337.905384615385,11.388461538461538,2349.2938461538465
345208,887.1507692307695,201.08846153846144,1088.239230769231,4.411743779048642,98.49692307692307,199.01461538461538,297.51153846153846,0.49492306324622465,985.6476923076925,400.10307692307686,1385.7507692307695
345209,1097.6692307692306,63.910000000000004,1161.5792307692307,17.175234404150064,201.80307692307687,267.5807692307692,469.3838461538461,0.7541763090943064,1299.4723076923074,331.4907692307692,1630.9630769230766
345210,1660.1230769230767,57.00000000000002,1717.1230769230767,29.124966261808353,121.20769230769231,17.720769230769232,138.92846153846153,6.839866302035855,1781.330769230769,74.72076923076925,1856.0515384615383
345211,1867.2830769230768,0.0,1867.2830769230768,inf,124.59384615384614,249.0169230769231,373.6107692307692,0.5003428867979315,1991.876923076923,249.0169230769231,2240.893846153846
345212,1423.7884615384614,0.0,1423.7884615384614,inf,517.7499999999999,120.73076923076924,638.4807692307692,4.28846766486142,1941.5384615384614,120.73076923076924,2062.2692307692305
345213,2520.596153846154,0.0,2520.596153846154,inf,191.48076923076923,283.87538461538463,475.35615384615386,0.6745240327554344,2712.076923076923,283.87538461538463,2995.9523076923074
345215,1457.2076923076925,715.7307692307692,2172.9384615384615,2.0359718415820307,141.2976923076923,277.5184615384615,418.81615384615384,0.5091470006153437,1598.5053846153849,993.2492307692307,2591.7546153846156
345216,1308.269230769231,0.0,1308.269230769231,inf,369.4723076923077,3.730769230769231,373.20307692307694,99.03381443298969,1677.7415384615388,3.730769230769231,1681.472307692308
345217,2961.5392307692305,0.0,2961.5392307692305,inf,321.67615384615385,291.4861538461539,613.1623076923078,1.1035726726695025,3283.215384615384,291.4861538461539,3574.701538461538
345218,1862.1384615384611,195.04153846153844,2057.1799999999994,9.547394243435322,231.44923076923072,19.52923076923077,250.9784615384615,11.851425870489992,2093.5876923076917,214.5707692307692,2308.158461538461
345219,944.9107692307693,46.99999999999999,991.9107692307693,20.1044844517185,115.68230769230769,149.69923076923078,265.38153846153847,0.7727648772667245,1060.593076923077,196.69923076923078,1257.2923076923078
345221,1841.1830769230771,255.42153846153855,2096.6046153846155,7.2084096275237295,665.133846153846,6.801538461538462,671.9353846153845,97.791676091382,2506.316923076923,262.22307692307703,2768.54
345222,1934.1346153846152,33.73615384615384,1967.8707692307692,57.33121280525344,143.59615384615384,239.07692307692312,382.67307692307696,0.600627413127413,2077.730769230769,272.81307692307695,2350.543846153846
345223,1482.2884615384614,239.39923076923088,1721.6876923076923,6.191701020824561,297.49307692307696,4.713846153846154,302.2069230769231,63.11047650130549,1779.7815384615383,244.11307692307705,2023.8946153846152
345225,1574.9207692307693,199.97923076923075,1774.9,7.875421678405067,461.58076923076925,17.826923076923077,479.40769230769234,25.892340884573894,2036.5015384615385,217.80615384615382,2254.3076923076924
345226,1457.9853846153846,16.596153846153847,1474.5815384615385,87.85079953650057,110.41307692307693,180.33230769230767,290.7453846153846,0.6122756279006281,1568.3984615384616,196.9284615384615,1765.326923076923
345227,1665.429230769231,181.3023076923077,1846.7315384615388,9.1859240622335,158.5653846153846,224.7253846153846,383.29076923076923,0.7055962319822826,1823.9946153846156,406.0276923076923,2230.022307692308
345228,2165.2953846153846,0.0,2165.2953846153846,inf,117.8269230769231,300.80769230769226,418.63461538461536,0.3917018284106893,2283.122307692308,300.80769230769226,2583.9300000000003
345229,1260.0646153846153,220.96153846153842,1481.0261538461536,5.702642297650131,134.26615384615383,144.81307692307692,279.0792307692308,0.9271687108580291,1394.3307692307692,365.77461538461534,1760.1053846153845
345232,2603.673076923077,123.72076923076922,2727.3938461538464,21.044753383860684,490.1961538461539,5.475384615384615,495.6715384615385,89.52725484686711,3093.869230769231,129.19615384615383,3223.0653846153846
345233,1885.396153846154,0.0,1885.396153846154,inf,142.7646153846154,243.94461538461536,386.70923076923077,0.5852337226608816,2028.1607692307693,243.94461538461536,2272.1053846153845
345234,2115.788461538462,348.88769230769236,2464.676153846154,6.0643826313956,446.1730769230769,4.876153846153847,451.04923076923075,91.5010253983278,2561.961538461539,353.7638461538462,2915.7253846153853
345235,2557.0692307692307,0.0,2557.0692307692307,inf,232.54615384615389,155.41384615384618,387.96000000000004,1.496302675734268,2789.6153846153848,155.41384615384618,2945.0292307692307
345236,1815.7369230769232,153.23076923076917,1968.9676923076922,11.849688755020086,155.43615384615384,306.05461538461543,461.4907692307693,0.5078706414893268,1971.1730769230771,459.2853846153846,2430.458461538462
345237,1561.0323076923078,1711.1538461538462,3272.186153846154,0.9122688244549337,233.61461538461543,290.8861538461539,524.5007692307693,0.8031135628001439,1794.6469230769233,2002.04,3796.6869230769234
345238,2866.013076923077,74.09615384615385,2940.1092307692306,38.67964702828964,298.92923076923074,193.35,492.2792307692307,1.5460523960136061,3164.9423076923076,267.44615384615383,3432.3884615384613
