county_from,county_to,distance
27,37,128.828394781663
29,37,178.133651742661
31,37,164.418579556833
33,37,47.7586631026964
35,37,110.184063935047
39,37,273.62823247245
41,37,151.090386052296
43,37,257.497029223049
45,37,132.158854639768
47,37,105.705452781171
49,37,128.68574469468
51,37,51.1274619675921
53,37,190.590742773966
55,37,195.698391796057
57,37,53.9155225911208
59,37,73.9775602456588
61,37,91.4043249043934
63,37,31.0209570116095
65,37,93.5378545289744
67,37,63.5349097902128
69,37,60.3223385051086
71,37,111.996764304295
73,37,151.186226063202
75,37,258.662706430836
77,37,52.8312522173138
79,37,89.5329741743197
81,37,39.6509122795033
83,37,97.4407247679474
85,37,31.562592340507
87,37,209.220930927396
89,37,183.306712297463
91,37,134.733942223346
93,37,47.52270945264
95,37,175.322525254034
97,37,91.2752658825362
99,37,220.108215695723
101,37,51.401334076524
103,37,116.447339818471
105,37,16.4313742779158
107,37,96.2948562576849
109,37,111.896934615053
111,37,156.929709146988
113,37,237.853060727894
115,37,194.305464047665
117,37,120.250794921294
119,37,94.4932626765562
121,37,164.447266647801
123,37,44.6105174927318
125,37,30.1729186218599
127,37,73.0553411776901
129,37,131.33154476082
131,37,114.736332525254
133,37,118.171890980027
135,37,25.7843769378689
137,37,150.621212172432
139,37,171.641226514431
141,37,112.809735401942
143,37,162.584205476809
145,37,49.7166027236401
147,37,105.792959730867
149,37,166.666759585617
151,37,31.1263011391654
153,37,56.052493877161
155,37,74.1279710099286
157,37,55.3405112818758
159,37,71.6461473571937
161,37,151.423284628875
163,37,69.974268120429
165,37,61.106869543472
167,37,62.64678710679
169,37,73.3375547031762
171,37,93.9864501747155
173,37,236.810151331521
175,37,203.531119718013
177,37,173.339442858271
179,37,87.3087601726762
181,37,65.7030590496919
183,37,34.1984716879502
185,37,80.1884077438174
187,37,150.487721632933
189,37,142.269995938795
191,37,73.9739908804386
193,37,112.566752533969
195,37,74.7595739594084
197,37,85.0777526047373
199,37,171.534003861702
1,63,29.1672771289241
3,63,128.818932811932
5,63,129.426903263795
7,63,100.904705179424
9,63,148.641966858868
11,63,169.958983414028
13,63,120.398452692767
15,63,107.020328235347
17,63,101.621849974678
19,63,142.856133317905
21,63,206.729062272584
23,63,159.571225618779
25,63,104.107519033177
27,63,148.349772295368
29,63,152.882037817309
31,63,155.357370399146
33,63,35.3415088546946
35,63,133.353908167918
37,63,31.0209570116095
39,63,297.780511758918
41,63,127.233840517397
43,63,282.294569463084
45,63,157.977798669145
47,63,123.474067868751
49,63,119.185273876305
51,63,68.2095101912239
53,63,165.35481966358
55,63,176.766069212201
57,63,76.1934046898717
59,63,93.3619241934343
61,63,92.8547528653428
65,63,71.7814122901273
67,63,77.300212873674
69,63,33.4142977959667
71,63,138.907237979785
73,63,124.431593739774
75,63,281.944802418443
77,63,21.9526797333372
79,63,77.2467426240972
81,63,50.9556202735501
83,63,70.3827522778093
85,63,46.1524989457793
87,63,231.843752778162
89,63,207.819268202377
91,63,108.113441269445
93,63,73.345056108018
95,63,158.855021301887
97,63,112.842496432104
99,63,244.272109698211
101,63,46.1098194759815
103,63,110.153624698181
105,63,42.0966763888345
107,63,88.7894037396774
109,63,136.949599273651
111,63,179.189201047693
113,63,262.467254388842
115,63,214.808890919912
117,63,99.6573122916735
119,63,122.629845335046
121,63,183.599926216115
123,63,75.140790047668
125,63,60.5280614019176
127,63,50.0071139499497
129,63,140.485970269138
131,63,86.6504443216721
133,63,117.178067625678
135,63,13.6055139660666
137,63,138.673967123425
139,63,146.882919582285
141,63,119.18527515029
143,63,138.425406664684
145,63,24.6566200674077
147,63,89.7929678742661
149,63,191.948383775752
151,63,56.6620482885694
153,63,86.6210319085787
155,63,97.363865095298
157,63,55.7794205675777
159,63,96.2725534037983
161,63,176.146187977385
163,63,77.6841440926199
165,63,89.2949915998579
167,63,92.1138999471356
169,63,80.0201329574156
171,63,104.143808501035
173,63,259.079659814666
175,63,228.44805417941
177,63,152.144711049146
179,63,117.675411878581
181,63,34.790167742247
183,63,21.2701833117475
185,63,50.0423547237993
187,63,129.651177988436
189,63,158.618711102865
191,63,67.5834504569515
193,63,128.216120805012
195,63,58.3975556550628
197,63,100.133949322698
199,63,191.857904483664
1,157,31.6895689857751
3,157,84.043767110995
5,157,75.3830666715318
7,157,98.8594621313619
9,157,95.4897814005803
11,157,121.018505055921
13,157,175.845791882515
15,157,158.754517144077
17,157,142.023665515901
19,157,184.104849085386
21,157,162.571239397335
23,157,116.025623182826
25,157,81.0296873943008
27,157,101.741265440415
29,157,201.445795838
31,157,210.95446657339
33,157,25.0631023711404
35,157,94.1067001529257
37,157,55.3405112818758
39,157,254.80439090628
41,157,178.081734023207
43,157,240.808769741276
45,157,122.867087619789
47,157,160.129335136512
49,157,174.747346510578
51,157,106.389450464404
53,157,213.696891561903
55,157,230.740428750177
57,157,46.8799333109283
59,157,52.6254141997286
61,157,144.104307573289
63,157,55.7794205675777
65,157,125.787612238141
67,157,31.5471089045115
69,157,85.995672805567
71,157,108.379678236669
73,157,171.336542833179
75,157,237.607979692011
77,157,62.8759823342126
79,157,132.951968615181
81,157,20.8591198722244
83,157,119.364120195313
85,157,86.572082700979
87,157,187.229400636262
89,157,167.360786349448
91,157,155.841431708427
93,157,98.9894389418801
95,157,213.948434582823
97,157,72.7365959958697
99,157,202.183103339887
101,157,99.3092033286676
103,157,164.967585108649
105,157,71.2453259560857
107,157,143.749095604184
109,157,101.576675396499
111,157,135.454963300086
113,157,220.931022698236
115,157,167.363162397816
117,157,153.628756986502
119,157,98.0135793664262
121,157,135.147550833639
123,157,72.3738664329945
125,157,75.8941351614647
127,157,104.156115324422
129,157,186.544805669696
131,157,132.635092851522
133,157,169.995633383487
135,157,43.0344221765807
137,157,194.453279994401
139,157,196.243438323361
141,157,167.442487079447
143,157,188.695636022479
145,157,45.4698924664038
147,157,145.389548509799
149,157,153.758030006685
151,157,46.3807598850127
153,157,95.2979102374947
155,157,126.305241389993
159,157,65.9403623164426
161,157,137.369863704725
163,157,124.507566656858
165,157,107.840599216894
167,157,78.5298764044438
169,157,25.4339404186945
171,157,50.3077585135876
173,157,213.412608754922
175,157,188.272887322709
177,157,204.934452501823
179,157,104.758276457649
181,157,76.637266416381
183,157,75.2649461262564
185,157,93.6132666064774
187,157,182.987317403706
189,157,107.762487737561
191,157,121.895552494566
193,157,77.8935547756699
195,157,114.146868983246
197,157,51.488877570811
199,157,144.715707051979
1,151,32.3071246987662
3,151,78.1994603783109
5,151,91.5455750459402
7,151,53.5859487520585
9,151,107.017739486063
11,151,120.964057271365
13,151,167.270692656921
15,151,161.02954720251
17,151,105.294999584993
19,151,146.075213129056
21,151,153.084316301606
23,151,106.596410900622
25,151,47.5074210171191
27,151,98.0687896670712
29,151,208.230281721944
31,151,194.073959757081
33,151,54.1133050397548
35,151,79.0772483257398
37,151,31.1263011391654
39,151,242.813844496755
41,151,181.58437399371
43,151,226.861198605846
45,151,101.816054096466
47,151,120.059045007088
49,151,158.719923791651
51,151,71.4837557433054
53,151,220.709576877293
55,151,226.824539914781
57,151,23.2055810985724
59,151,43.9507917682731
61,151,118.386885248462
63,151,56.6620482885694
65,151,124.288554616329
67,151,38.5508507984989
69,151,89.1643963013325
71,151,82.314362483769
73,151,180.553545320613
75,151,227.666914741946
77,151,76.0459877007295
79,151,120.395237497368
81,151,25.5247235965426
83,151,126.501544330578
85,151,57.5937488578246
87,151,178.129477978347
89,151,152.529785298395
91,151,164.141745112243
93,151,57.4570164824562
95,151,206.347097520922
97,151,60.2689356336176
99,151,189.268091898695
101,151,81.9597260499733
103,151,145.742963193009
105,151,39.1136711757376
107,151,126.223568495211
109,151,81.1807469084451
111,151,125.805170154101
113,151,207.147987519928
115,151,163.246942679335
117,151,151.246218435687
119,151,66.079925311483
121,151,133.649110072742
123,151,26.2761055779583
125,151,33.1379676698822
127,151,103.390340524015
129,151,152.372302472837
131,151,143.188282879097
133,151,145.481336240615
135,151,45.5169439257833
137,151,181.056573412836
139,151,201.903424957775
141,151,136.370225464287
143,151,193.016514321227
145,151,66.2602099437517
147,151,136.887786118698
149,151,136.133630097492
153,151,49.0257246290577
155,151,84.0210992141277
157,151,46.3807598850127
159,151,40.6572458730283
161,151,120.671722407061
163,151,94.9114115249339
165,151,62.9014006033603
167,151,37.3733638801636
169,151,53.7236578177299
171,151,69.2328390746248
173,151,205.70222480548
175,151,172.899724165995
177,151,204.345533373763
179,151,64.2504695261734
181,151,90.423825002917
183,151,65.0336565117887
185,151,106.508443003642
187,151,181.505991632789
189,151,112.467863423767
191,151,104.082248388728
193,151,83.4752992927157
195,151,105.881596477565
197,151,57.1912831689139
199,151,140.518000308356
1,145,33.9537271483331
3,145,127.521992811779
5,145,120.651981796648
7,145,116.768608213236
9,145,140.901435930055
11,145,166.100754069849
13,145,134.212052238549
15,145,113.884321098958
17,145,126.277797526602
19,145,167.468494063337
21,145,206.368600704957
23,145,159.326704685027
25,145,112.495131523528
27,145,146.069251356685
29,145,155.977350610762
31,145,172.917222308143
33,145,20.4220209952614
35,145,135.222693956152
37,145,49.7166027236401
39,145,298.432237841516
41,145,132.884809279817
43,145,283.843611311434
45,145,162.29195532689
47,145,148.053192601198
49,145,137.200321907376
51,145,92.6402654618803
53,145,168.227591929821
55,145,186.703611191145
57,145,80.4371941046863
59,145,93.4718047367719
61,145,115.844468423154
63,145,24.6566200674077
65,145,82.6567957180299
67,145,74.0916500437795
69,145,43.2492502070485
71,145,145.082779484434
73,145,125.891096606153
75,145,281.674465078469
77,145,18.1447725943109
79,145,95.2007980407877
81,145,50.5538168703673
83,145,74.1086609832082
85,145,70.5159126677619
87,145,231.27058154488
89,145,209.708229852795
91,145,110.372598952673
93,145,95.8628583619423
95,145,171.267196792805
97,145,113.865134160273
99,145,245.345595110074
101,145,68.9756418596309
103,145,130.010539241148
105,145,63.9511835064693
107,145,108.711594071593
109,145,140.830308773371
111,145,178.963053336174
113,145,263.933040301233
115,145,212.206241526064
117,145,110.054926864874
119,145,130.978926776006
121,145,180.158372858748
123,145,89.493629315782
125,145,79.7611790630871
127,145,61.7942747828387
129,145,164.621375642282
131,145,87.180595928075
133,145,139.012969880784
135,145,23.9659187693599
137,145,154.781859964174
139,145,150.809842972019
141,145,142.963919201149
143,145,143.36955956677
147,145,104.647477216382
149,145,194.999339803285
151,145,66.2602099437517
153,145,105.246366876655
155,145,120.958214489596
157,145,45.4698924664038
159,145,101.315522881079
161,145,178.76037666942
163,145,102.040489866013
165,145,110.643835925671
167,145,103.6133995389
169,145,70.8540425078519
171,145,95.7278313703281
173,145,257.854177220398
175,145,230.597612169675
177,145,160.273577719454
179,145,130.372894513539
181,145,31.1882409858869
183,145,44.8092521810503
185,145,48.1467739102994
187,145,138.716513774132
189,145,153.151866909464
191,145,88.8522184998598
193,145,123.109038934194
195,145,75.0992685607092
197,145,95.9754158719469
199,145,189.414529353284
1,105,41.1315617960696
3,105,116.636095815684
5,105,130.037781066997
7,105,63.2445485743685
9,105,146.052601158658
11,105,159.469802464395
13,105,131.105549144011
15,105,130.315585050921
17,105,70.8015997915162
19,105,112.85968665218
21,105,189.013655945243
23,105,143.551656892995
25,105,77.965158211866
27,105,136.390448406587
29,105,178.739012122999
31,105,155.380678937068
33,105,63.9917935593587
35,105,115.482593911462
37,105,16.4313742779158
39,105,276.642380073819
41,105,150.884644700401
43,105,260.004305374616
45,105,134.659834045795
47,105,89.3138802709557
49,105,120.40444255135
51,105,35.2335026761003
53,105,191.075022702989
55,105,191.616706205902
57,105,62.1233828681141
59,105,83.018521303704
61,105,79.3144501892873
63,105,42.0966763888345
65,105,93.1914878536918
67,105,75.8203647796806
69,105,65.3656687936192
71,105,113.646227221115
73,105,153.405995680097
75,105,262.462023986817
77,105,63.7929683611627
79,105,83.8656066512434
81,105,54.1273816494754
83,105,100.915517970595
85,105,18.4819424189245
87,105,213.798697073374
89,105,186.499697819108
91,105,137.049987852147
93,105,31.946234081188
95,105,169.972765696036
97,105,98.2718407827576
99,105,223.359002356253
101,105,45.3547951646624
103,105,106.939864029662
107,105,87.9456364064987
109,105,115.505392775994
111,105,162.225150255563
113,105,240.613856525767
115,105,200.519453912093
117,105,118.32529565505
119,105,94.9552345437044
121,105,171.795324314126
123,105,42.3095373357308
125,105,20.8141737606298
127,105,74.5758058986796
129,105,116.161651536422
131,105,118.798700732717
133,105,106.394924880911
135,105,40.6262431984499
137,105,143.164445773198
139,105,171.901377714291
141,105,98.5637259177407
143,105,162.465967392889
145,105,63.9511835064693
147,105,101.507202877454
149,105,169.292563326921
151,105,39.1136711757376
153,105,46.1319171814777
155,105,57.9623876720656
157,105,71.2453259560857
159,105,76.8885786068
161,105,154.733436914437
163,105,56.2841487137929
165,105,47.2058376225113
167,105,62.0144869271511
169,105,87.6072196035237
171,105,106.705084181576
173,105,241.501555704099
175,105,206.209784909881
177,105,170.948845716145
179,105,83.6281640073961
181,105,74.946952286748
183,105,36.4412306818122
185,105,87.4958358335425
187,105,148.150469840497
189,105,151.478719176696
191,105,66.1960470523043
193,105,122.587511029858
195,105,72.1562180142641
197,105,96.0263937636592
199,105,178.057417576071
1,77,45.0746514833001
3,77,143.066804609887
5,77,138.249835601524
7,77,122.596052600743
9,77,158.343346667152
11,77,182.61279525944
13,77,116.269744146846
15,77,95.9686128556118
17,77,118.19406191312
19,77,158.107524625374
21,77,221.779471032079
23,77,174.591244381022
25,77,123.440451290402
27,77,162.026220539434
29,77,138.92987816814
31,77,155.736858489633
33,77,38.1076481889521
35,77,149.547680187971
37,77,52.8312522173138
39,77,313.560494841351
41,77,115.205825423706
43,77,298.593832269002
45,77,175.596247605093
47,77,140.914915602053
49,77,120.309457770708
51,77,86.8776212904381
53,77,151.268854461694
55,77,168.592277679878
57,77,93.2897994405287
59,77,108.276613530647
61,77,102.737435910739
63,77,21.9526797333372
65,77,64.5567347707012
67,77,89.92489801147
69,77,25.4950125542223
71,77,157.392831202148
73,77,109.220246613329
75,77,297.143942543035
79,77,78.6014183316569
81,77,64.8885102723412
83,77,56.5131006141834
85,77,65.4498898209597
87,77,246.797801750917
89,77,224.22198433444
91,77,93.3922406582238
93,77,94.4982776662458
95,77,153.155516683197
97,77,128.44213970794
99,77,260.251109678985
101,77,56.7180437016835
103,77,114.046006747416
105,77,63.7929683611627
107,77,92.9679048184563
109,77,154.270272770339
111,77,194.270052606779
113,77,278.698251713856
115,77,228.410269603152
117,77,91.910518993003
119,77,142.035778736057
121,77,196.573229385674
123,77,96.4025590150082
125,77,82.4806552180611
127,77,43.9380906732733
129,77,153.208622431823
131,77,70.5712530782715
133,77,124.423889377809
135,77,30.5296729206329
137,77,137.225440446797
139,77,133.538534174529
141,77,130.87393727744
143,77,125.852874495416
145,77,18.1447725943109
147,77,86.9861384474336
149,77,208.974058163999
151,77,76.0459877007295
153,77,108.572522895753
155,77,117.420662212451
157,77,62.8759823342126
159,77,113.977928661781
161,77,192.896036037592
163,77,91.8810626585053
165,77,110.887549248377
167,77,112.594742046885
169,77,88.3070736520895
171,77,113.170060444224
173,77,273.648384710066
175,77,245.031695956062
177,77,142.286376572476
179,77,138.652014984083
181,77,14.7511785656589
183,77,35.2423690006671
185,77,31.767527749588
187,77,120.627589060038
189,77,170.086103474739
191,77,74.362379937731
193,77,139.857971627156
195,77,58.3011859641653
197,77,112.311023654581
199,77,205.529485665548
1,183,45.4040127765857
3,183,141.788812004771
5,183,146.660428732906
7,183,99.6365338528716
9,183,165.124075402065
11,183,183.963169925372
13,183,103.758837702828
15,183,96.3016858117071
17,183,83.0041791173665
19,183,123.341557286536
21,183,218.037474028806
23,183,171.319100495969
25,183,110.430582588738
27,183,161.623182806167
29,183,144.107263807127
31,183,135.91653714508
33,183,56.4520067964065
35,183,144.052445118188
37,183,34.1984716879502
39,183,307.77960374744
41,183,116.915271002021
43,183,291.68796128705
45,183,166.35650157104
47,183,105.672697264835
49,183,99.7107908017828
51,183,52.0796659679886
53,183,156.54570633085
55,183,162.263209272646
57,183,87.1993609535048
59,183,106.377688779664
61,183,71.5955228513103
63,183,21.2701833117475
65,183,59.341891623591
67,183,92.9042406617255
69,183,29.1166502318665
71,183,146.128024880943
73,183,117.709699385849
75,183,292.700524634518
77,183,35.2423690006671
79,183,58.4223886486564
81,183,66.7285700035813
83,183,64.6236243582713
85,183,31.6415737149078
87,183,243.10887736831
89,183,217.465639808253
91,183,101.279077950623
93,183,62.9182849194713
95,183,142.732365409779
97,183,124.632036243131
99,183,254.247380300684
101,183,24.8576759389304
103,183,89.7306891244113
105,183,36.4412306818122
107,183,68.484774727367
109,183,146.061494613652
111,183,190.676113655029
113,183,272.03271307185
115,183,227.600934405875
117,183,86.229505365364
119,183,128.377747220869
121,183,197.202973776722
123,183,77.0612689127689
125,183,57.2330400975492
127,183,39.0643960509315
129,183,119.819039824289
131,183,82.4189873063573
133,183,96.0051079308862
135,183,32.2902431739545
137,183,120.220740083144
139,183,137.539760202955
141,183,98.2036948206696
143,183,128.423365657424
145,183,44.8092521810503
147,183,73.0314378756489
149,183,200.862976105535
151,183,65.0336565117887
153,183,82.3534985551608
155,183,83.465023228073
157,183,75.2649461262564
159,183,105.682537486365
161,183,185.586097318721
163,183,57.4204951806556
165,183,80.4930908485616
167,183,96.0424008679248
169,183,98.3246040905652
171,183,121.588674778814
173,183,270.640461430774
175,183,237.720690536273
177,183,139.327413778467
179,183,119.371072356082
181,183,42.0632561916276
185,183,52.0653438294829
187,183,116.499452088963
189,183,173.721023531537
191,183,46.7750406516215
193,183,143.520254828542
195,183,41.4530784348446
197,183,115.490321917584
199,183,204.732362209006
1,57,48.2479754477887
3,57,55.0613776160531
5,57,70.4909354543103
7,57,56.9257330361299
9,57,84.6448906253383
11,57,97.7802075576142
13,57,190.148636605157
15,57,182.426614219142
17,57,125.576476560091
19,57,165.207746062484
21,57,131.016310015958
23,57,84.1374840921971
25,57,34.2131614420979
27,57,74.946727702749
29,57,228.979728767315
31,57,217.268355455106
33,57,63.9366823419909
35,57,57.2470234276084
37,57,53.9155225911208
39,57,221.633118435225
41,57,202.869842306378
43,57,206.102117459892
45,57,82.306472069729
47,57,138.325367515517
49,57,181.924083525001
51,57,93.0960156508952
53,57,241.460024419385
55,57,249.387555464895
59,57,20.9770323173222
61,57,141.198794592201
63,57,76.1934046898717
65,57,146.054209352758
67,57,23.4256441551094
69,57,109.482418282454
71,57,64.6542187861509
73,57,200.610942405126
75,57,206.005108600747
77,57,93.2897994405287
79,57,143.415343792261
81,57,30.5175365343902
83,57,146.575716684781
85,57,80.5916569361846
87,57,156.124546230131
89,57,131.626259274018
91,57,184.305959989739
93,57,76.4149389330566
95,57,229.23049994411
97,57,37.4428718170378
99,57,168.105243383988
101,57,105.075925474445
103,57,168.917014550441
105,57,62.1233828681141
107,57,149.428472790363
109,57,61.0112124438985
111,57,103.568423182734
113,57,186.274162442019
115,57,140.470145557013
117,57,173.348148114033
119,57,51.7629301626676
121,57,110.554930119832
123,57,35.8603819869705
125,57,52.7976330186083
127,57,124.779563042954
129,57,173.095398992175
131,57,162.61672173633
133,57,168.303328771459
135,57,63.568216978719
137,57,204.227345351231
139,57,222.860750393806
141,57,158.128100344715
143,57,214.200709656314
145,57,80.4371941046863
147,57,159.653048716792
149,57,115.885366120182
151,57,23.2055810985724
153,57,60.5866099073252
155,57,101.357151267231
157,57,46.8799333109283
159,57,20.8783450716
161,57,99.9845265412254
163,57,117.360696453125
165,57,77.7478002793805
167,57,33.5903885441373
169,57,42.1225035684262
171,57,50.5429464914096
173,57,183.565595777588
175,57,152.274339735277
177,57,226.414227469176
179,57,58.4398850906964
181,57,108.016847250247
183,57,87.1993609535048
185,57,124.76447340102
187,57,203.622810831454
189,57,89.3554439242379
191,57,127.27610840391
193,57,60.7559697292831
195,57,128.424101060225
197,57,35.9013498812475
199,57,117.655456556528
1,67,48.2705702311352
3,67,53.4398242545372
5,67,54.6274325210792
7,67,80.346175209092
9,67,72.2771877691039
11,67,92.9288642254394
13,67,196.549012702786
15,67,184.008209915861
17,67,143.820800534522
19,67,184.596135138071
21,67,132.284773849731
23,67,85.3151837481712
25,67,53.9989785025405
27,67,72.1118367075177
29,67,228.646540179851
31,67,227.519265741162
33,67,54.593010126813
35,67,62.5773824040498
37,67,63.5349097902128
39,67,224.39837456461
41,67,203.970441973572
43,67,210.017106188622
45,67,91.362700372195
47,67,158.395130509983
49,67,191.546360025981
51,67,109.660875177294
53,67,241.038107384283
55,67,253.966548618507
57,67,23.4256441551094
59,67,21.1999780663871
61,67,154.634800423845
63,67,77.300212873674
65,67,149.076498452336
69,67,110.238000634608
71,67,77.5793234390224
73,67,199.134129043675
75,67,207.582839751707
77,67,89.92489801147
79,67,151.138096268119
81,67,26.4111847522057
